"actor_id","movie_id","role"
825315,274719,""
825316,373793,""
825317,56332,""
825318,382941,""
825318,383812,""
825318,384984,""
825318,395867,Yolanda
825318,396333,Tatiana Romero
825318,396925,Valeria
825318,408180,Dominique
825319,3474,""
825319,12104,""
825319,40272,"Nina, la protegida de Don Fél"
825319,269560,""
825319,351831,""
825320,19389,""
825322,383684,Silvia Alonso Petillon
825322,386015,""
825322,396132,Leticia
825322,399620,Sonia Markovich
825322,401694,Karina Linares
825322,404713,""
825322,406864,Matty
825323,339155,""
825324,109365,Red
825324,191331,Giggles
825325,237899,Vecina
825326,155927,Mrs. Villalobos
825327,196764,""
825328,25041,""
825329,241169,""
825330,246302,""
825331,380076,"Agustina ""Nina"" Pulido"
825331,384501,Abi
825332,309202,Sorority Girl
825333,354952,""
825334,113126,Nana
825335,2107,Antoinette
825335,10704,Lucie
825335,15031,La femme de ménage de Tom Has
825335,16614,Mme Roussel
825335,23535,Neighbor
825335,23757,"Jeanne-Marie, la mère de Yann"
825335,24669,Marinette
825335,29447,La mère de Michel/Madam Berna
825335,29595,La mère Prado/Mother Prado
825335,30883,""
825335,33543,Jeantine
825335,34567,Solange
825335,37279,Madame Marbaise
825335,52698,""
825335,65089,Gaby Garcia
825335,68933,L'habilleuse
825335,71817,Marguerite Narboni
825335,77175,Ma Dalton
825335,83174,""
825335,85616,Le Professeur d'anglais
825335,88043,Mamita
825335,92680,Une femme dans le métro
825335,96052,""
825335,111043,Odette
825335,132763,Simone Castelli
825335,134584,Mme Astrid
825335,156299,""
825335,157235,""
825335,160068,Hotel Owner
825335,160548,Marthe Clément
825335,169961,Véra Perlman
825335,171965,""
825335,184062,Marthe
825335,196388,Renée
825335,198614,Berthe
825335,202747,Suzon
825335,203945,""
825335,217223,Bar owner
825335,235819,"Mouchy, Simon's mother"
825335,237335,Odette Sidowski
825335,243935,Mme Duroc
825335,248265,Nadège de Courtaboeuf
825335,249123,Madame Billot
825335,256979,Carlo's mother
825335,278502,"Albina, la directrice du cour"
825335,286046,Madame Taupin
825335,286327,La concierge
825335,294559,La mère d'Antoine
825335,300676,La femme pied noir
825335,318121,Madame Karbaoui
825335,319596,Mamie Doradée
825335,341384,La propiètaire
825335,345032,La grand-mère
825335,345317,""
825335,345544,Mouchy
825335,347131,Blanche Atlan
825335,347566,La grand-mère d'Edith
825335,349421,Madame Clary
825335,350741,""
825335,352135,""
825335,356519,The concierge
825335,376895,""
825335,380410,Mme Alfieri
825335,383196,Agnès Cambalette
825335,384009,""
825335,386574,Hélène Danton (1999-2001)
825335,396472,Rose Plouhannec
825335,396806,""
825335,397856,Toinette
825335,401319,Purification
825335,401982,Bistrotière
825335,404129,"Mme Sanchez, la couturière (1"
825335,408719,Colette
825335,412201,La concierge
825336,224997,""
825336,353558,""
825337,192777,Girl #6
825338,50127,""
825338,212367,""
825338,239279,""
825339,71267,""
825339,221963,""
825340,171374,""
825341,30725,""
825341,247361,""
825342,5740,""
825343,389489,""
825343,390444,Herself
825343,390452,Herself
825343,390453,Patricia
825343,390454,Herself
825344,207736,""
825345,80164,""
825345,136980,""
825345,221932,""
825346,99436,""
825347,307822,""
825348,215433,Laura
825348,222854,Ana - Laura
825348,233978,María
825348,244036,Natalia
825348,318259,Clara
825348,353636,Laura
825348,355944,""
825348,385403,Adriana
825348,385874,""
825348,395871,María Eva Alchouron Doura
825348,410453,Cecilia Fusiak
825349,380087,""
825349,385367,Patricia Miraval
825349,386162,Nereida Tovar
825349,388567,Tatiana
825349,391272,""
825349,397578,Natalia
825349,398662,Natacha
825349,401067,""
825349,404203,Déborah Marcano Rodríguez
825349,408389,""
825349,410385,""
825350,377674,""
825352,14364,""
825352,16545,""
825352,47038,""
825352,56056,""
825352,97171,""
825352,103116,""
825352,103849,""
825352,133393,""
825352,188661,Dora
825352,198371,""
825352,265462,""
825352,319751,Rubina
825352,319752,Loredana
825353,358831,Girl singing 'It's a Small Wo
825354,229605,""
825354,267535,Camilla
825354,334703,Clem
825355,90752,Suor Clara
825356,217563,Ana
825356,322396,Mirta
825357,160979,""
825358,32106,""
825358,384447,Sydney
825359,355958,""
825360,112888,""
825361,212441,""
825362,202178,Herself
825363,378766,Newsreader (2004-)
825364,401884,Herself/- Finalist
825366,79656,Vanator Child
825367,78925,"Multiple: Waitress, School As"
825367,217745,Dancer
825368,69909,""
825369,13759,Lydia
825369,17753,Annie's Boss/Store Owner
825369,31459,Mrs. Lim
825369,38401,Mother
825369,39008,Tiya Bebang
825369,49759,""
825369,79113,Darna's Mother
825369,90381,Chinese Woman
825369,141985,Diana's Housekeeper
825369,158615,The Lawyer
825369,158617,""
825369,162114,Doctor
825369,197551,Friday Madonna
825369,207125,Pastora Dimagiba
825369,243175,Mrs. Lim
825369,243712,Viring Ravillo
825369,287062,Tiya Nena
825369,287828,""
825369,294642,Nana Sela
825369,323059,""
825369,333582,Mrs. Sy
825371,108911,""
825372,379820,Paula
825372,380059,Georgina
825372,397463,Nicole Belot
825372,397577,""
825372,399522,Diana Soriano
825372,402059,Claudia Ortiz
825372,405318,Berenice Castellanos Paragas 
825373,181672,""
825373,287382,""
825373,288278,""
825374,69016,""
825374,212454,""
825375,91324,""
825375,139391,""
825375,148895,""
825375,202714,""
825375,322626,""
825376,79656,Baby Dawn
825377,133772,Informer with Hood
825378,310726,Bus Passenger #3
825379,79656,Penny Little
825380,400661,Isabel
825381,65598,Chica pelotero
825382,351761,Danse Flamenco
825383,200039,""
825383,281706,""
825384,379116,Soledad
825384,379853,""
825384,380064,""
825384,380145,""
825384,380146,""
825384,384119,""
825384,384675,""
825384,385852,Nieves
825384,390085,Mey
825384,390504,Lola
825384,391443,""
825384,391608,""
825384,394017,Silvana
825384,397120,""
825384,397575,""
825384,398842,""
825384,408895,""
825384,411636,Prosecutor
825384,412040,""
825385,292089,La Vecina con carro de la com
825386,9866,Rita
825387,33466,La femme du pêcheur arménien
825387,92043,La mère d'Anne
825387,153241,Lady at the window
825387,268199,Hermelinda
825388,236411,La marquesa
825389,67236,Constanza
825389,87171,""
825390,63809,""
825390,159528,""
825390,222021,""
825390,275079,""
825391,260581,""
825392,96529,""
825392,222191,""
825392,286574,Jurema
825393,270847,""
825394,19489,Elizabeth
825394,410217,""
825395,136969,Ella misma
825396,94480,Adriana
825396,104110,""
825396,269013,Ana Brás
825396,281604,Rosa Maria
825397,275067,""
825398,4528,""
825399,23750,Marcelle
825399,71392,""
825399,260856,Bichette
825400,33521,""
825400,77251,""
825400,104220,""
825400,132066,La jeune salutiste
825400,132832,Valentine Blondeau
825400,189342,Lore
825400,295886,""
825400,395334,Mabel Dunham
825401,346606,Fair-haired girl
825402,76038,Mariette
825403,241743,""
825404,286277,Une cordonnière
825405,401884,Herself/- Finalist
825406,400946,Panchita
825406,401884,Herself/- Finalist
825407,105462,Dancer
825408,403024,Celina
825409,352008,""
825409,378440,Espectador
825410,184242,""
825410,381023,Macrina
825410,387552,""
825410,398801,Lana
825410,398915,""
825410,399807,Inés
825410,404989,""
825410,408406,Lola
825411,307641,Madre
825412,371736,""
825413,213389,Abuela
825414,6200,Nancy Jazvac
825414,32075,Steve's ex-wife
825414,37094,Brenda Neilson
825414,43724,Teacher
825414,45609,Nurse
825414,61767,Michael's Mom
825414,92618,Dr. T's Patient
825414,107155,Loretta
825414,107265,Casey's Mom
825414,115252,Waitress
825414,139967,Shirley
825414,191842,Harriet Baker
825414,223752,Camille McCloud
825414,253010,Reporter
825414,294980,Cowgirl waitress
825414,314785,Honky Tonky Waitress
825414,315569,Waitress
825414,364439,Etna Reed Price
825414,366919,Psych Tech
825416,22116,""
825416,183467,""
825416,278499,""
825416,326202,Enfermera
825417,31466,""
825417,49034,""
825417,95767,Young Dyesebel
825417,102924,""
825417,103774,Cynthia Salazar
825417,162113,Belen
825417,172161,""
825417,172303,""
825417,173634,Nelia
825417,184175,""
825417,185734,""
825417,200394,""
825417,204603,Janet Tan Lim
825417,214770,""
825417,214777,Jackie
825417,256400,""
825417,297093,Tifanny
825417,318664,""
825417,319403,Jenny
825417,334024,""
825417,360107,""
825417,387832,Cynthia Salazar
825417,398237,Host
825417,398996,Ava
825417,399840,""
825417,403056,Luisa Arellano
825418,273468,Girlfriend #1
825419,122214,Julie
825419,355362,Arianna Chavez
825420,376872,""
825421,75592,""
825421,83529,""
825422,6461,Madre de Alicia and Madre Car
825422,9103,""
825422,61145,""
825422,96318,""
825422,145179,""
825422,151797,""
825422,170035,""
825422,236456,Azafata
825422,249300,""
825422,276578,""
825422,302319,""
825422,373854,""
825422,379000,Cristina
825422,379566,Charo (1997-1998)
825422,379615,Belén Martinez
825422,383235,""
825422,384649,Magdalena
825422,385252,Vivian Marshall
825422,387624,""
825422,387886,""
825422,389751,""
825422,408570,Blanca
825423,193063,""
825423,376655,Coco Anchondo
825424,51624,Dweller in Boating Village
825425,397599,Sirvienta
825426,136812,Alice Pitezel
825427,24331,Beatriz
825428,124535,Solea
825428,130590,Soprano
825428,171593,"Hélène, fille du Comte"
825428,246545,Nedda
825428,407462,"Cecilia (segment ""Forrest Fev"
825429,202505,""
825430,108883,""
825431,66719,La crevette
825432,346454,""
825433,50805,""
825434,124520,""
825434,146553,Enfermera
825434,229442,""
825434,255907,""
825434,382756,""
825434,383601,(10 episodes)
825434,391443,""
825434,392751,(10 episodes)
825434,396822,(5 episodes)
825434,397574,""
825434,398176,""
825434,399145,""
825434,401186,""
825434,401250,(3 episodes)
825434,402151,(35 episodes)
825434,406728,""
825434,409027,""
825435,107322,Rosa
825435,237212,""
825435,308742,Matilde
825436,95950,Tylska
825437,38417,Hostess
825437,281330,Herself
825437,284574,Herself (hostess)
825437,326590,Herself (hostess)
825437,327090,Herself (hostess)
825437,349572,Herself (hostess)
825437,375831,(hostess)
825438,100932,""
825439,53653,""
825439,343629,Alumna
825440,373793,""
825441,379118,Regina
825441,392960,Elizabeth Guzmán
825442,249910,Mujer Argentina
825443,125723,""
825444,92342,""
825445,80614,""
825445,90048,Girl in Subway
825446,80614,""
825447,213964,Punk Grrl
825448,53649,""
825448,74607,""
825448,108130,""
825448,124658,Lucha
825448,193188,""
825448,307818,""
825448,353615,""
825449,202179,""
825449,371684,""
825450,294762,Maria
825450,332044,"Maria, his betrothed"
825450,376709,Maria
825451,42947,Pelagia
825451,61133,Eloísa
825451,64021,""
825451,74561,Dora
825451,147308,""
825451,238151,""
825451,255801,""
825452,100474,""
825452,103701,Maria Luz
825452,161655,""
825452,210181,""
825452,292749,""
825452,301334,""
825452,302896,""
825453,307641,Desnudo
825454,170917,""
825455,212078,Tahitian Waitress
825455,348024,Nun
825456,1893,Marianne Berg
825456,2674,Tante Fanny
825456,2681,Aunt Fanny
825456,6173,Lise
825456,14740,Ina Le Cæur
825456,21379,Lise Bruun
825456,28561,Helga Sørensen
825456,33228,Nådigfruen
825456,48382,Dora
825456,83059,Martha Hovmann
825456,83078,Baroness Regina King von Koni
825456,83090,The Mother
825456,108922,""
825456,111160,Narrator
825456,115230,Fru Holm
825456,115231,Fru Holm
825456,115555,Anna
825456,118593,"Ida, købmand Kelbjergs datter"
825456,127499,Hjørdis Steen
825456,138540,Ulla Bremer
825456,142221,Vibeke Thann
825456,183314,Lasses mormor
825456,205685,Kirsten Hald
825456,249744,Ung pige ved bal
825456,252000,Fru Kongstrup/Mrs. Kongstrup
825456,262957,Lis
825456,262961,Ingrid
825456,268371,Grete
825456,268808,Eva Nygaard
825456,283483,Selma
825456,303874,Anna Kjeldsen
825456,315054,Grete Gregersen
825456,320224,Susanne Drewes
825456,322318,Claire
825456,322462,Gerda
825456,334255,Beth
825456,338666,Ingrid
825456,343374,Frk. Anne Høegh/'Søster'
825456,343953,Jacobs mor
825456,346993,Yveline
825456,349650,Anna
825456,352116,Susanne's Mother
825456,352989,Ulla Blom
825457,153241,""
825458,24540,Mary Agnes
825459,395236,Débora
825459,396077,Herself (interviewed)
825460,63099,""
825460,83826,""
825460,186306,""
825460,240941,""
825460,241651,Marsha
825461,124928,Teresa Villaverde
825461,376926,Rosa
825462,19441,""
825463,17874,""
825463,127724,""
825463,243175,""
825463,265992,Xedes
825463,369528,"Dely (""Kama"" Episode)"
825463,394247,Senator Lydia Junio (2003)
825463,400738,Dr. Castillo
825464,36486,""
825464,87729,Montero's daughter
825465,396809,""
825466,183933,""
825467,241074,Mme. Farny
825467,398985,Solange Guillot (1974)
825468,198993,""
825470,392769,Marta
825471,14926,""
825471,25022,""
825471,54320,""
825471,108535,""
825471,115751,""
825471,221948,Isabel
825471,251728,Madre Villa
825471,379131,""
825471,379206,""
825471,386205,""
825471,386646,""
825471,397573,""
825472,379552,Rita
825473,103446,""
825473,222110,Tindeng
825473,398494,Tindeng
825473,404050,Shiela's Cellmate
825474,162779,Dancer
825474,384507,Dancer
825475,160637,Dancer
825477,213705,""
825478,12059,""
825478,83129,Sra. de sociedad
825478,171462,""
825478,205102,""
825478,209298,Don Chava's wife
825478,217920,""
825478,221754,""
825478,222029,""
825478,236004,""
825478,319559,""
825478,352852,Julieta
825478,353786,""
825479,383470,""
825480,6737,""
825480,14746,""
825480,14926,""
825480,22787,""
825480,48292,María's mother
825480,53121,""
825480,54775,""
825480,55352,""
825480,63323,Tia Clara
825480,72958,""
825480,75364,""
825480,98701,""
825480,103858,""
825480,135282,""
825480,156585,Dona Mechita
825480,183500,""
825480,198239,""
825480,216077,""
825480,231288,""
825480,258478,""
825480,272778,""
825480,274656,""
825480,296445,""
825480,317798,""
825480,332663,""
825480,353573,Casera
825480,377170,""
825481,403924,Chencha
825482,379459,Quintina
825483,70615,""
825484,2404,""
825485,339095,""
825485,380103,Cynthia Rico
825485,387479,Cristina
825485,399807,Patricia
825485,403690,Leticia
825485,407304,Renata
825486,121549,Fortune Teller
825487,69342,Léonore
825488,11971,""
825489,123789,Elisha
825489,245762,Lucy
825490,307380,Mary-Ellen Smith
825491,307380,Cassandra Smith
825492,307380,Gillis Smith
825493,42660,Wife
825493,286207,""
825494,221963,""
825494,226435,Niña Carlota 2
825495,100280,""
825496,336302,Policewoman
825496,351549,La voix de la radio
825497,135338,Institutrice
825498,196820,""
825499,406381,Herself (season 1)
825500,346933,Sexy Girl
825501,146370,Herself
825502,328265,Newscaster
825503,26040,Celeste
825504,100113,""
825504,243016,""
825505,20861,Nancy
825505,55565,""
825505,78403,Muriel Auclair
825505,100249,Christelle
825505,101166,Florence
825505,253994,Lucie
825505,264367,Cécile Garnier
825505,307108,""
825505,392911,L'assistante social
825505,404804,Marthe
825506,406381,Herself (season 1)
825507,21003,Couchette
825508,28953,""
825509,214023,""
825510,210848,""
825510,241543,""
825511,403178,""
825512,59301,L'assistante d'Hélène
825513,378761,Andrea Pagés
825514,345290,Violin Player
825515,257670,Herself
825516,68780,""
825517,162129,Iphigénie-Double
825518,6674,Principessa di Bouillon
825518,19883,""
825518,54153,""
825518,109794,"Countess Rattazzi (segment ""F"
825518,114332,"Anita , Inzerna wife"
825518,188592,""
825518,198852,Annette
825518,228145,""
825518,269191,""
825518,301366,Ippolita Gasparini
825518,336606,Woman
825518,373348,Yvonne la Nuit
825518,386745,Olga Kandisky
825519,261577,""
825520,328270,Cristina
825521,401988,""
825522,198629,Serveuse du Bar
825523,28681,L'hostesse de l'Hôpital
825523,83279,""
825523,389784,""
825524,11503,Mave
825524,181155,Petra
825525,310302,Carl's Friend
825526,199837,""
825527,60303,""
825527,71099,Babs
825527,88895,""
825527,101433,Dolly
825527,140192,Landlady
825527,144428,His Secretary
825527,177436,Billie
825527,183855,Selma
825527,220446,Telephone Operator
825527,220465,Martha
825527,233960,American Lady
825527,236908,""
825527,239518,""
825527,241061,Florabel Leigh (1938 version)
825527,241330,Mabel
825527,254657,Liz Sweeney
825527,260143,Drinking Club Blonde
825527,265740,Rusty's Mother
825527,280832,Mrs. Coogan
825527,285686,Blondie
825527,286222,Joan
825527,309801,Mts. Durrant
825527,315883,Indian Princess
825527,318193,Miss Foxhill
825527,333257,Gladys
825527,336694,Adele Parrish
825527,353382,Madge
825527,361474,Violet
825528,137487,Madame Cybele
825528,391287,Tinette
825529,166326,Narrator/interviewer
825530,367901,Miss Wilson
825531,179846,Mim Lowry
825532,44243,Mexican Woman
825533,46605,Brenda
825533,97698,Trixie Happinleigh
825533,112434,""
825533,122024,Gwenda Howard
825533,195726,""
825533,203513,Mona Jennifer
825533,234107,Gertie Mellor
825533,262057,""
825533,283087,Clytie Bromley
825533,286123,Sally Bishop
825533,301962,Nancy Lisle
825533,313859,Camille
825533,337402,""
825533,376189,"Joyce Sinclair, zuster Brown"
825534,82095,Waitress
825535,77180,""
825535,379023,Host/Performer
825536,143664,""
825536,318013,Gloria
825537,28908,Calra Calvi
825537,34435,La moglie di Gengis
825537,57568,""
825537,81110,Antonella
825537,81686,Stella
825537,86093,""
825537,86833,""
825537,94643,Elisabeth
825537,97836,""
825537,104946,""
825537,117866,Elsa
825537,122728,Nina
825537,127870,Patrizia Griffo
825537,190411,Pia
825537,219671,Sylvia
